sentences,review_ids,type,product_id
The stands themselves are the same design though not from the same factory.,R1IPTFT7LIIDJJ,benchmark,B00PIQMT7S
"Folding  wire music stands are notoriously unstable, but I wanted a light weight folding stand that could travel more easily for me.",R2VYOEJYP59DCL,benchmark,B00PIQMT7S
The hardware was never the greatest quality,R2NPFFLE3IEEE5,benchmark,B00PIQMT7S
"For my job, I need something more heavy duty.",R2NPFFLE3IEEE5,benchmark,B00PIQMT7S
"Good for what I need, an iPad stand.  ",R30HVXI4GCKVYG,benchmark,B00PIQMT7S
Would recommend this to anyone with a vinyl collection that needs to be transfered.,R2WIIM4YHXROTF,positives,B000FB44VA
I have yet to use the software to convert.  ,R1JFT99B2QEV91,positives,B000FB44VA
It works and price is reasonable if you shop.,R191C1OW6MDADW,positives,B000FB44VA
"If you are looking to put your LP's on CD, look no further.",R3HQ8FPKRGJ3R1,positives,B000FB44VA
Great turntable!  ,R3NMJ30F1ZK4J7,positives,B000FB44VA
US - by JR.com J&R Music and Computer World via Amazon; ordered it here 17 DEC.,R126YHEULZ46YM,positives,B000FB44VA
Work gets in the way of free time!,R1JFT99B2QEV91,positives,B000FB44VA
This turntable and included software has allowed me to transfer old studio albums to CD - preserving music that is NOT available from ANY source.,RFCK2RH4BL35Y,positives,B000FB44VA
But all in all I am most pleased with the purchase and can recommend it.,RQ92E8K9IDT1J,positives,B000FB44VA
"Trinet was very helpful, and made my refund quite cheerfully.  ",RD7H0942AWRUY,negatives,B000FB44VA
"I'm a big fan of Amazon and buy frequently from this site so this is a major disappointment, not just because I didn't get my turntable but that Amazon did this to so many people.",R2PKBB1177M6KI,negatives,B000FB44VA
i'll adjust my rating after i actually get it.,RIQN38033751J,negatives,B000FB44VA
On Dec 13 amazon sent an email saying order was cancelled.,R2ZWIQQW26E9FF,negatives,B000FB44VA
I hate to go through a return just to get the proper part.  ,RWYLB8QK68RPV,negatives,B000FB44VA
The Cakewalk software works well.  ,RVZ8KXCBOC3Y5,benchmark,B000FB44VA
"After looking for a way to convert my enormous LP collection to CDs for several years, and spending way too much doing so, I have finally had success.  ",RG7WOXB5HZ8TO,benchmark,B000FB44VA
had my first test cd burned and on my ipod.  ,R2MG8CTENXH4TD,benchmark,B000FB44VA
"she use it with the tv speakers, its really amaizing.",RL8MBMO1M8MGE,benchmark,B000FB44VA
I received the product in a timely manner.  ,R3D7MVMAWJT8L0,benchmark,B000FB44VA
This is a fantastic product to record your old lp records to digital CD format.  ,R3PRQYDTIF52RB,benchmark,B000FB44VA
Audio Technica AT-LP2D LP-to-Digital Recording System is the BEST!!,R1BVNFTVM4JGHR,benchmark,B000FB44VA
I bought this system as a Christmas present for my wife so that we (I) could record her old albums onto CDs.  ,RE591Y7Q2HKTY,benchmark,B000FB44VA
Connecting it to the audio input jack in the back of the tower had it ready to work as easily as a USB connection would have.  ,R1CPM2S3O7GYR3,benchmark,B000FB44VA
"Like the others, I ordered this item on 12/1 from Amazon for $104, and was told it was in stock and would ship 12/5, to be received between 12/12-12/14.  ",R18JEEGOQBP6F2,benchmark,B000FB44VA
The plus is the software that comes with it.,RQ0FRKEAOMFUP,benchmark,B000FB44VA
I'll preface this by saying that the Audio Technica is a nicely made piece of equipment and that my order was fulfilled (and the return authorization approved) by Electronics Expo without a hitch.  ,R1OY6GHFDT6G6M,benchmark,B000FB44VA
"<br /> <br />Unfortunately, the Amazon product description should have mentioned that the turntable only works with computers that have a separate audio input.",R1OY6GHFDT6G6M,benchmark,B000FB44VA
"Despite my disgust, I went ahead and forked out twice the price to get this item now, as it was meant to be my husband's christmas gift.  ",R18JEEGOQBP6F2,benchmark,B000FB44VA
"In the case of you change the guitar strings, or in case you just make a revision setup, this item is very useful, because the guitar will be land and the her body will stay firmly attached.",R1WJNZNHFUGGM7,positives,B0002GJ6FC
"Works fine, it held my big acoustic when I sanded it.",R4RCTWMGKMEF8,positives,B0002GJ6FC
This gets the job done but because it is lighter you do a bit of &#34;chasing&#34; the guitar around..,R2J8PJM7FIX5GL,positives,B0002GJ6FC
"But for those who want to change strings on their guitars at home, it's a very option.",R2RLSTCKJWODEK,positives,B0002GJ6FC
"The guitar should be firmly immobilized, I use the guitar case, place the headstand on the compartment cover and wind and string away.",R2KU8XE9UA7O12,positives,B0002GJ6FC
"It works well for Banjos, Guitars, Mandolins and Violins.",RFFQT2UDRICMG,positives,B0002GJ6FC
One for wide necks and one for smaller necks..Love it!!,R1FHOM403NBJ5C,positives,B0002GJ6FC
"Used this to rest my guitar neck on while leveling, crowning and dressing frets.",R3DT7DHX5LGX9Z,positives,B0002GJ6FC
This helps when its time to re-string my guitars.,R1V95F1KJJH1YS,positives,B0002GJ6FC
"I don't know what happened with this Planet Waves product, but don't waste your money on it because it makes string changes and other guitar work a hassle because you're always worried the stand will tip over.",R1QUNDXINT96AS,negatives,B0002GJ6FC
Falls over too easily.  ,R6GB3Y5DHU9WD,negatives,B0002GJ6FC
This one was a huge disappointment.,R2Z1BJOJM1SR5J,negatives,B0002GJ6FC
"figured for 6  =8 bucks I couldn't go wrong, but yep it really sucks for a d.addario product.",R3GMTUU68IZ17O,negatives,B0002GJ6FC
you'd be better off with a couple of books and a towel.<br />not recommended!,R3TCIMHWAJW7N1,negatives,B0002GJ6FC
"Here is the one I bought, Primos Group Therapy Rear Shooting Bag  http://www.amazon.com/gp/product/B00BD4UAU2/ref=oh_aui_detailpage_o06_s00?ie=UTF8&psc=1",R25A858DY7O8E3,negatives,B0002GJ6FC
Could be wider does not fit all necks  teeters on the edge when put under a 42mm nut.,R2C3EQ6D94TEQI,negatives,B0002GJ6FC
Usually when I change the strings on my guitar I prop up some books underneath the neck,R1B4VKBEIQH9AM,benchmark,B0002GJ6FC
Works great for changing out the strings on ones guitar.  ,RTHM2G2E2H96O,benchmark,B0002GJ6FC
Great for changing strings and light neck cleaning.,RLSERVMB46GI0,benchmark,B0002GJ6FC
"small, folds down, fits in case, works as you would think it would, doesnt slip its got",R8SZHQFBYZ5GC,benchmark,B0002GJ6FC
For those of you who change strings on your guitar or mandolin or just about any other string insterment this is a must have.,R17T7NGN20VLEL,benchmark,B0002GJ6FC
I love using this thing when it comes time to polish my guitars or to change their strings.,R1NG5K629XEILZ,benchmark,B0002GJ6FC
"The guitar should be firmly immobilized, I use the guitar case, place the headstand on the compartment cover and wind and string away.",R2KU8XE9UA7O12,benchmark,B0002GJ6FC
Fits in to the travel case easily so can use it on the road.  ,RLSERVMB46GI0,benchmark,B0002GJ6FC
"In the case of you change the guitar strings, or in case you just make a revision setup, this item is very useful, because the guitar will be land and the her body will stay firmly attached.",R1WJNZNHFUGGM7,benchmark,B0002GJ6FC
IT IS A bit lightweight if you are working on basses vs guitars.,R2ZF9ABR2VMBLD,benchmark,B0002GJ6FC
It will work okay if you position the headstock over the edge of the table/workbench.,R2LK02V59YTC57,benchmark,B0002GJ6FC
this piece of plastic is just terrible.  ,R3TCIMHWAJW7N1,benchmark,B0002GJ6FC
"It is a good stable stand, but it is tall for an electric guitar but works great for acoustic.it works good for tuning but for wiring it makes it sit a an angle which I didn't care for.",R2AI4DDKZ87HXK,benchmark,B0002GJ6FC
"I have the Planet Waves NS capo, the Planet Waves string winder/cutter, and the Planet Waves Guitar Tools iPhone app, and they are all great.  ",R1QUNDXINT96AS,benchmark,B0002GJ6FC
If you have cheap guitars this will work for you.,R1KTG4F4N5NDHG,benchmark,B0002GJ6FC
I get nervous for the fire alarms at the venue.  ,R1M7LG5LSQQVNC,positives,B000FLLUU8
This stuff is amazing!,RP1AF5BGBX56Y,positives,B000FLLUU8
way more than the American DJ juice.,RP1AF5BGBX56Y,positives,B000FLLUU8
I'll never use cheap fog juice again.  ,R1PFQ1UHDTCLX2,positives,B000FLLUU8
"I actually didn't get to use the juice with the fog machine I bought for this past Halloween because of Hurricane Sandy, but my daughter to it to our country home earlier in October for a Halloween Party with her friends.",R27922FB6UICOV,positives,B000FLLUU8
"so I could get my home filled with fog in a matter of seconds for Halloween, and after using it with a 1500 watt fog machine...",R3SQXG2FHFVO3E,positives,B000FLLUU8
I used this with my Chauvet Hurricane 1300.  ,RH5S2UN1YLFJT,positives,B000FLLUU8
This stuff is just awesom.  ,R2IWBFA0BFV7AK,positives,B000FLLUU8
"excellent hang time, perfect density, good old fashioned fog smell, five stars!!!",R34YL3KTO6N4WX,positives,B000FLLUU8
but chemicals don't mix with smoke detectors!,R372ET76H0OGBB,negatives,B000FLLUU8
The machine produced copious fog for several minutes and then output dropped to a trickle.,R37PF4RED2448A,negatives,B000FLLUU8
Haven't used any other fog fluid yet to legitimately give a good review.,R18C5ZVLOLODYQ,benchmark,B000FLLUU8
"With Swamp Juice, it's fogged after about 20 seconds of runtime.  ",R2S1YI4A6D9W2I,benchmark,B000FLLUU8
I did dilute Swamp Juice per their instructions for small machines.  ,R1VFJVND3H633Z,benchmark,B000FLLUU8
Bought this to use in an Eliminator 700 w machine for Halloween this year.,R1YJZH6IP70J30,benchmark,B000FLLUU8
This stuff is great!,R30QWL6TC33KER,benchmark,B000FLLUU8
It really  works and you can direct it as to how you want it to move.,R2J4W5T6UBF5U2,benchmark,B000FLLUU8
Makes good fog and this container will last you for a long time.,RCPJNJPQXFB2C,benchmark,B000FLLUU8
"Great product, great customer service.",R1VZ1OFZN4JD23,benchmark,B000FLLUU8
"so I could get my home filled with fog in a matter of seconds for Halloween, and after using it with a 1500 watt fog machine...",R3SQXG2FHFVO3E,benchmark,B000FLLUU8
"The fog is long lasting, just as described, but may have been too thick (as a liquid) for my high-end fog machine.",R37PF4RED2448A,benchmark,B000FLLUU8
My last review I recently took down since it saw too many people leaving negative responses toward it.,R10EP6TL9YE7HE,benchmark,B000FLLUU8
$20 Amp.,R2L6MNPH3KXGVI,positives,B000B6DHB2
"I do wish the knobs were on the face and the plug on the side, but still love it.",R1F5X2T9P9D6FK,positives,B000B6DHB2
I would highly recommend this amp.,R3DTHS9ZPQE2CE,positives,B000B6DHB2
"At this price, you can't go wrong.",RHFVBOW166GUY,positives,B000B6DHB2
and it works well even though it looks small enough to be a toy.,R1GMX9XR56Y6DM,positives,B000B6DHB2
"As with any mini amp the volume does get distorted on the clean channel if the volume is increased too high, i found its still louder than most mini amps when its turned down to the point it doesnt pop.",R1SH4U9QB1MML4,positives,B000B6DHB2
but it's portable and fun to bring outside with a little electric Uke,RSLXIIC6Y664J,positives,B000B6DHB2
"When it comes to practice guitar amps, you simply can't do better than this one.",RAEBC8OU94SYB,positives,B000B6DHB2
easy to use and set up.  ,R7XBKOBUD5290,positives,B000B6DHB2
"You can't beat the price, but you do need to buy the AC adaptor, I believe.",R1BBCCDV9DZWJE,positives,B000B6DHB2
Volume is not very loud.  ,R105KBZIREAT2J,negatives,B000B6DHB2
It was not bad but ended up breaking in about 6 weeks.  ,R3H9HQEKUX1SB,negatives,B000B6DHB2
CONS:<br />The battery was not able to carry the load even when brand new on the high O drive settings.  ,R16YJESM8SOS4H,negatives,B000B6DHB2
It's just a piece of junk.,RZMYVUSY9E2DM,negatives,B000B6DHB2
do not buy it is a waste of your money.,R322Z4SFWDK0X2,negatives,B000B6DHB2
$20....,R14ZRR3ODQVPC1,negatives,B000B6DHB2
It is very small and uses a battery every :0 minutes,R22L79APISHREH,negatives,B000B6DHB2
It just adds a ton of static and distortion to the tone (and not the good kind of distortion,R37TC2858XGC56,negatives,B000B6DHB2
Not very good.,RXWL2YS322WRA,negatives,B000B6DHB2
breaks up pretty bad if you ad any volume to it and cuts in and out.,R3GZLII40IMUY,negatives,B000B6DHB2
This is a great little amp.  ,R2KYRBHLD6Y6F5,benchmark,B000B6DHB2
It is very loud and has good sound for $20.,RA8C3K73P9053,benchmark,B000B6DHB2
My grandson and I built an electric cigar box guitar and we bought this as an amplifier.,R3AYTEOLPNQJAB,benchmark,B000B6DHB2
"HoneyTone uses a 9-volt battery, which lasts long enough.  ",R3TBFI3LSBVYAU,benchmark,B000B6DHB2
If you plan to use it as a practice amp,R7EY03Z7DWTKM,benchmark,B000B6DHB2
"I've enjoyed these very portable mini amps used in testing pickup continuity after solder connections, also useful for simple practice or demos.",R2OE1RAP5O9NIT,benchmark,B000B6DHB2
"It's extremely light, the belt clip is a nice bonus since it's so easy to carry around, and it's louder than I expected it to be.",R2BU1PQ4VK4UI5,benchmark,B000B6DHB2
You can't beat the price either.,R2J1YLWSV2N9D0,benchmark,B000B6DHB2
It sounds like a $20 amp,R18S3F6ZJ4W6FU,benchmark,B000B6DHB2
"Good tone controls, volume, and range.",R73K8068OCMT4,benchmark,B000B6DHB2
I wasn't expecting much from a cheap amp like this,R37TC2858XGC56,benchmark,B000B6DHB2
"The unit worked for the first two days (and sounded great), but while it still does power on, no sound is produced.  ",R3PHQVS08VUJJK,benchmark,B000B6DHB2
I'm a beginner guitar player and this works well for me,REZ04MIL0PI22,benchmark,B000B6DHB2
"It does come with a 9v battery, that, according to other reviews only lasts 15 minutes.",R1QGUMFKAW85LO,benchmark,B000B6DHB2
It worked and he was able to practice any time.  ,RR6TPPEM8661,benchmark,B000B6DHB2
so it's better to use it w/a plug.,R2FZGBCB4PA7Z1,benchmark,B000B6DHB2
It may work better with a pedal attached to the amp instead of using the amps version.,R1E9CD02ZM1OIV,benchmark,B000B6DHB2
It sounds like a $20 amp.  ,R2DH81X8O5RD7E,benchmark,B000B6DHB2
"/>Conclusion, I would never use this mini amp, even for practice because the sound is too lousy.",R1QGUMFKAW85LO,benchmark,B000B6DHB2
and the unamplified strings were louder than the speaker.,RNHXU13GXB91V,benchmark,B000B6DHB2
As far as cables go this one is good quality and looks to be built to last for awhile.,R1TY38C8H8QWQZ,positives,B005XOE7OI
I started playing Rocksmith on a PS3 and needed a cable with a right angle so I can sit on the couch and rock out.  ,R3AK7ASN1H0D8O,positives,B005XOE7OI
Love the way it is so malleable when compared to other cables I have used in the past.,R29IDGFRD4GYYN,positives,B005XOE7OI
Works good and a good price too.,R6J4SL41PPZJT,positives,B005XOE7OI
cable.<br />Angled tip works great on amp.<br /><br,R216I7AXY7C8NT,positives,B005XOE7OI
they are great cables.,R1CFB3XU9BOIV4,positives,B005XOE7OI
Awesome cable.  ,R1SZCL1BAGCIIH,positives,B005XOE7OI
"Great quality, it's a fender product!",R2YL3IZR4KLXYT,positives,B005XOE7OI
"Ok not as thick as a garden hose, but very beefy wire.",R1UDP67Q9BM6TB,positives,B005XOE7OI
He likes the chord because of the 90 degree angle because he can sit down on the couch and play his guitar without it digging into the couch.,RXUYZNAIN47SW,positives,B005XOE7OI
